name,furniture_type,price,color,shop_name,shop_item_id,shop_url,x_dimension,y_dimension,z_dimension,photo
ファーモラグ S 900×500 ライトベージュ,sofa,2730,#a8917a,francfranc,,https://francfranc.com/products/1102090103148?id=755f2d55a55ea7838227570d6ffe197d&objectID=40582510116887&position=5,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1102090103148_d1.jpg?v=1689934052
シュエット オットマン ベージュ,sofa,16000,#a8917a,francfranc,,https://francfranc.com/products/1108010016048?id=755f2d55a55ea7838227570d6ffe197d&objectID=40582490226711&position=6,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016048_d1.jpg?v=1690850893
シュエット ソファ 3S ベージュ（W1750）,sofa,79000,#a8917a,francfranc,,https://francfranc.com/products/1108010016031?id=755f2d55a55ea7838227570d6ffe197d&objectID=40582490193943&position=7,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/files/1108010016031_d1.jpg?v=1689217387
【オンラインショップ限定】アジェット ソファ 3S ベージュ,sofa,71200,#a8917a,francfranc,,https://francfranc.com/products/1108010007640?id=755f2d55a55ea7838227570d6ffe197d&objectID=32911120400407&position=8,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010007640_d1.jpg?v=1602574646
【オンラインショップ限定】アジェット ソファ 2S ベージュ,sofa,55200,#a8917a,francfranc,,https://francfranc.com/products/1108010007626?id=755f2d55a55ea7838227570d6ffe197d&objectID=32911120433175&position=9,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010007626_d1.jpg?v=1602574646
【オンラインショップ限定】アジェット オットマン ベージュ（W560）,sofa,20000,#a8917a,francfranc,,https://francfranc.com/products/1108010009620?id=755f2d55a55ea7838227570d6ffe197d&objectID=39283923648535&position=10,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010009620_d1.jpg?v=1619054383
ルーノ スロー（ひざ掛け）1500×800 ベージュ,sofa,650,#a8917a,francfranc,,https://francfranc.com/products/1102050001415?id=755f2d55a55ea7838227570d6ffe197d&objectID=31207818887191&position=11,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102050001415_A.jpg?v=1586405205
ルルド プレミアムマッサージクッション ダブルもみ アイボリー,sofa,12800,#a8917a,francfranc,,https://francfranc.com/products/1109990037399?id=755f2d55a55ea7838227570d6ffe197d&objectID=40544269729815&position=12,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1109990037399_d1.jpg?v=1681881812
【オンラインショップ限定】ロプタ フロアチェア ベージュ,sofa,4780,#a8917a,francfranc,,https://francfranc.com/products/1108010014877?id=755f2d55a55ea7838227570d6ffe197d&objectID=40121846824983&position=13,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010014877_d1.jpg?v=1658823810
ヌボラ ソファ 2 2S アイボリー（W1500）,sofa,54000,#a8917a,francfranc,,https://francfranc.com/products/1108010015010?id=755f2d55a55ea7838227570d6ffe197d&objectID=40121846595607&position=14,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015010_d1.jpg?v=1658390900
ヌボラ ソファ 2 1S アイボリー（W745）,sofa,34000,#a8917a,francfranc,,https://francfranc.com/products/1108010015041?id=755f2d55a55ea7838227570d6ffe197d&objectID=40121846726679&position=15,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015041_d1.jpg?v=1658391031
ヌボラ オットマン 2 アイボリー（W480）,sofa,16000,#a8917a,francfranc,,https://francfranc.com/products/1108010015072?id=755f2d55a55ea7838227570d6ffe197d&objectID=40121847087127&position=16,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010015072_d1.jpg?v=1658391122
スプラン ソファ ライトベージュ,sofa,64000,#a8917a,francfranc,,https://francfranc.com/products/1108010014556?id=755f2d55a55ea7838227570d6ffe197d&objectID=40121845940247&position=17,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010014556_d1.jpg?v=1658212169
ファー クッションカバー 450×450 アイボリー （G-016）,sofa,2500,#a8917a,francfranc,,https://francfranc.com/products/1102010038093?id=755f2d55a55ea7838227570d6ffe197d&objectID=40121829949463&position=18,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102010038093_d1.jpg?v=1656657851
ラーナ ナイトテーブル 2 ホワイト×ナチュラル（W417×H466）,sofa,19800,#a8917a,francfranc,,https://francfranc.com/products/1108080014166?id=755f2d55a55ea7838227570d6ffe197d&objectID=39950594408471&position=19,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108080020303_A_be94a524-5107-4c20-aeae-1141ca71fb7b.jpg?v=1650863944
【オンラインショップ限定】シャルム フロアチェア アイボリー,sofa,5980,#a8917a,francfranc,,https://francfranc.com/products/1108010013399?id=755f2d55a55ea7838227570d6ffe197d&objectID=39710504288279&position=20,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1108010013399_d1.jpg?v=1640761394
ミーティス ラグ LL アイボリー 3000×2000,sofa,42000,#a8917a,francfranc,,https://francfranc.com/products/1102090031441?id=755f2d55a55ea7838227570d6ffe197d&objectID=39443103055895&position=21,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090031441_d1.jpg?v=1640759980
ラティス ホットカーペットラグ L アイボリー,sofa,10900,#a8917a,francfranc,,https://francfranc.com/products/1102090025013?id=755f2d55a55ea7838227570d6ffe197d&objectID=39343848194071&position=22,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090025013_d1.jpg?v=1630646554
ラティス ホットカーペットラグ M アイボリー,sofa,8900,#a8917a,francfranc,,https://francfranc.com/products/1102090024993?id=755f2d55a55ea7838227570d6ffe197d&objectID=39343848423447&position=23,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090024993_d1.jpg?v=1630560183
エルフィア ホットカーペットラグ L 1900×1900 グレー×アイボリー,sofa,10900,#a8917a,francfranc,,https://francfranc.com/products/1102090010828?id=755f2d55a55ea7838227570d6ffe197d&objectID=31755364958231&position=24,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090010828_d1.jpg?v=1600826317
エルフィア ホットカーペットラグ M 1900×1400 グレー×アイボリー,sofa,8900,#a8917a,francfranc,,https://francfranc.com/products/1102090010798?id=755f2d55a55ea7838227570d6ffe197d&objectID=31755366203415&position=25,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090010798_d1.jpg?v=1600826317
エルフィア ホットカーペットラグ M 1900×1400 アイボリー×ライトベージュ,sofa,8900,#a8917a,francfranc,,https://francfranc.com/products/1102090010781?id=755f2d55a55ea7838227570d6ffe197d&objectID=31755366039575&position=26,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090010781_d1.jpg?v=1600826317
サテン フリル スロー（ひざ掛け） 1500×800 アイボリー,sofa,3400,#a8917a,francfranc,,https://francfranc.com/products/1102050023264?id=755f2d55a55ea7838227570d6ffe197d&objectID=39331055796247&position=27,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102050023264_d1.jpg?v=1627551662
サテン フリル スロー（ひざ掛け） 1700×1300 アイボリー,sofa,4400,#a8917a,francfranc,,https://francfranc.com/products/1102050023271?id=755f2d55a55ea7838227570d6ffe197d&objectID=39331056222231&position=28,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102050023271_d1.jpg?v=1627552611
ミーティス ラグ S アイボリー 1400×1000,sofa,12000,#a8917a,francfranc,,https://francfranc.com/products/1102090399404?id=755f2d55a55ea7838227570d6ffe197d&objectID=29420443303959&position=29,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090397905_A_aa99af0e-f93a-4e7e-9f78-a93e0b25778c.jpg?v=1579159674
マルーナ ラグ S アイボリー 1400×1000,sofa,12000,#a8917a,francfranc,,https://francfranc.com/products/1102090009617?id=755f2d55a55ea7838227570d6ffe197d&objectID=33028826005527&position=30,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090009617_d1.jpg?v=1612407225
シェーネ ラグ S アイボリー 1400×1000,sofa,8000,#a8917a,francfranc,,https://francfranc.com/products/1102090017421?id=755f2d55a55ea7838227570d6ffe197d&objectID=33028834394135&position=31,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090017421_d1.jpg?v=1612147919
シェーネ ラグ M アイボリー 2000×1400,sofa,12000,#a8917a,francfranc,,https://francfranc.com/products/1102090017384?id=755f2d55a55ea7838227570d6ffe197d&objectID=33028826660887&position=32,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102090017384_d1.jpg?v=1611804681
フラル イージーアジャストカーテン H2300×W1300 アイボリー（スタイルカーテン/既製）,sofa,8000,#a8917a,francfranc,,https://francfranc.com/products/1102060017598?id=755f2d55a55ea7838227570d6ffe197d&objectID=33028826497047&position=33,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102060017598_d1_2.jpg?v=1611744752
ホフィー イージーアジャストカーテン H2300×W1300 アイボリー（スタイルカーテン/既製）,sofa,8000,#a8917a,francfranc,,https://francfranc.com/products/1102060017611?id=755f2d55a55ea7838227570d6ffe197d&objectID=33028825972759&position=34,,,,https://cdn.shopify.com/s/files/1/0132/7936/3136/products/1102060017611_d1.jpg?v=1611744752
HEMLINGBY,sofa,17990,#808080,IKEA,704.343.68,https://www.ikea.com/jp/en/p/hemlingby-2-seat-sofa-knisa-dark-grey-70434368/,145.0,71.0,71.0,https://www.ikea.com/jp/en/images/products/hemlingby-2-seat-sofa-knisa-dark-grey__0728848_pe736539_s5.jpg?f=s
SÖDERHAMN,"",46990,#783f04,IKEA,994.194.28,https://www.ikea.com/jp/en/p/soederhamn-compact-3-seat-section-viarp-beige-brown-s99419428/,145.0,83.0,90.0,https://www.ikea.com/jp/en/images/products/soederhamn-compact-3-seat-section-viarp-beige-brown__0987121_pe817441_s5.jpg?f=s
GLOSTAD,sofa,12990,#808080,IKEA,104.890.09,https://www.ikea.com/jp/en/p/glostad-2-seat-sofa-knisa-dark-grey-10489009/,121.0,68.0,78.0,https://www.ikea.com/jp/en/images/products/glostad-2-seat-sofa-knisa-dark-grey__0950864_pe800736_s5.jpg?f=s
HEMLINGBY,sofa,19990,#000000,IKEA,102.950.25,https://www.ikea.com/jp/en/p/hemlingby-two-seat-sofa-bomstad-black-10295025/,145.0,71.0,71.0,https://www.ikea.com/jp/en/images/products/hemlingby-two-seat-sofa-bomstad-black__0368914_pe551188_s5.jpg?f=s
BALKARP,sofabed,24990,#000000,IKEA,403.873.11,https://www.ikea.com/jp/en/p/balkarp-sofa-bed-knisa-black-40387311/,170.0,80.0,84.0,https://www.ikea.com/jp/en/images/products/balkarp-sofa-bed-knisa-black__0530584_pe646760_s5.jpg?f=s
FRIHETEN,sofabedstorage,74990,#808080,IKEA,092.167.55,https://www.ikea.com/jp/en/p/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey-s09216755/,230.0,86.0,151.0,https://www.ikea.com/jp/en/images/products/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey__0175610_pe328883_s5.jpg?f=s
KIVIK,sofa,57990,#808080,IKEA,194.405.94,https://www.ikea.com/jp/en/p/kivik-2-seat-sofa-tibbleby-beige-grey-s19440594/,190.0,83.0,95.0,https://www.ikea.com/jp/en/images/products/kivik-2-seat-sofa-tibbleby-beige-grey__1056142_pe848270_s5.jpg?f=s
SÖDERHAMN,"",72990,#783f04,IKEA,693.056.16,https://www.ikea.com/jp/en/p/soederhamn-3-seat-section-viarp-beige-brown-s69305616/,186.0,83.0,99.0,https://www.ikea.com/jp/en/images/products/soederhamn-3-seat-section-viarp-beige-brown__0802813_pe768605_s5.jpg?f=s
PÄRUP,sofa,47990,#fff2cc,IKEA,993.891.72,https://www.ikea.com/jp/en/p/paerup-2-seat-sofa-gunnared-beige-s99389172/,165.0,86.0,80.0,https://www.ikea.com/jp/en/images/products/paerup-2-seat-sofa-gunnared-beige__1041900_pe841180_s5.jpg?f=s
PÄRUP,sofa,16990,#fff2cc,IKEA,005.446.62,https://www.ikea.com/jp/en/p/paerup-cover-for-compact-2-seat-sofa-gunnared-beige-00544662/,37.0,8.0,57.0,https://www.ikea.com/jp/en/images/products/paerup-cover-for-compact-2-seat-sofa-gunnared-beige__1171169_pe892994_s5.jpg?f=s
VIMLE,sofa,119990,#808080,IKEA,193.991.13,https://www.ikea.com/jp/en/p/vimle-3-seat-sofa-with-chaise-longue-gunnared-medium-grey-s19399113/,252.0,83.0,164.0,https://www.ikea.com/jp/en/images/products/vimle-3-seat-sofa-with-chaise-longue-gunnared-medium-grey__0514362_pe639437_s5.jpg?f=s
HAMMARN,sofabed,14990,#000000,IKEA,803.614.94,https://www.ikea.com/jp/en/p/hammarn-sofa-bed-knisa-dark-grey-black-80361494/,128.0,78.0,200.0,https://www.ikea.com/jp/en/images/products/hammarn-sofa-bed-knisa-dark-grey-black__0519027_pe641353_s5.jpg?f=s
LINANÄS,sofa,27990,#fff2cc,IKEA,104.999.75,https://www.ikea.com/jp/en/p/linanaes-2-seat-sofa-vissle-beige-10499975/,137.0,77.0,80.0,https://www.ikea.com/jp/en/images/products/linanaes-2-seat-sofa-vissle-beige__0972125_pe811545_s5.jpg?f=s
PÄRUP,sofa,42990,#008000,IKEA,693.891.64,https://www.ikea.com/jp/en/p/paerup-2-seat-sofa-vissle-dark-green-s69389164/,165.0,86.0,80.0,https://www.ikea.com/jp/en/images/products/paerup-2-seat-sofa-vissle-dark-green__1041902_pe841182_s5.jpg?f=s
FRIHETEN,sofabed,64990,#808080,IKEA,303.411.49,https://www.ikea.com/jp/en/p/friheten-three-seat-sofa-bed-skiftebo-dark-grey-30341149/,225.0,83.0,105.0,https://www.ikea.com/jp/en/images/products/friheten-three-seat-sofa-bed-skiftebo-dark-grey__0525504_pe644868_s5.jpg?f=s
POÄNG,armchair,9990,#fff2cc,IKEA,192.407.88,https://www.ikea.com/jp/en/p/poaeng-armchair-birch-veneer-knisa-light-beige-s19240788/,68.0,100.0,83.0,https://www.ikea.com/jp/en/images/products/poaeng-armchair-birch-veneer-knisa-light-beige__0571500_pe666933_s5.jpg?f=s
REMSTA,armchair,27990,#0000ff,IKEA,304.849.54,https://www.ikea.com/jp/en/p/remsta-armchair-djuparp-dark-green-blue-30484954/,60.0,88.0,72.0,https://www.ikea.com/jp/en/images/products/remsta-armchair-djuparp-dark-green-blue__0908607_pe783330_s5.jpg?f=s
ULRIKSBERG,armchair,17990,#000000,IKEA,204.429.69,https://www.ikea.com/jp/en/p/ulriksberg-armchair-rattan-anthracite-20442969/,67.0,76.0,74.0,https://www.ikea.com/jp/en/images/products/ulriksberg-armchair-rattan-anthracite__0672896_pe716932_s5.jpg?f=s
GLADOM,table,2999,#ffffff,IKEA,503.378.20,https://www.ikea.com/jp/en/p/gladom-tray-table-white-50337820/,51.0,53.0,55.0,https://www.ikea.com/jp/en/images/products/gladom-tray-table-white__0470732_pe612912_s5.jpg?f=s
FJÄLLBO,coffeetable,12990,#000000,IKEA,303.403.81,https://www.ikea.com/jp/en/p/fjaellbo-coffee-table-black-30340381/,46.0,46.0,90.0,https://www.ikea.com/jp/en/images/products/fjaellbo-coffee-table-black__0475920_pe615876_s5.jpg?f=s
LANDSKRONA,sofa,67990,#808080,IKEA,292.702.80,https://www.ikea.com/jp/en/p/landskrona-2-seat-sofa-gunnared-dark-grey-wood-s29270280/,164.0,78.0,89.0,https://www.ikea.com/jp/en/images/products/landskrona-2-seat-sofa-gunnared-dark-grey-wood__0602101_pe680170_s5.jpg?f=s
LANDSKRONA,sofa,67990,#008000,IKEA,192.702.90,https://www.ikea.com/jp/en/p/landskrona-2-seat-sofa-gunnared-light-green-wood-s19270290/,164.0,78.0,89.0,https://www.ikea.com/jp/en/images/products/landskrona-2-seat-sofa-gunnared-light-green-wood__0602106_pe680175_s5.jpg?f=s
LANDSKRONA,sofa,87990,#008000,IKEA,192.703.27,https://www.ikea.com/jp/en/p/landskrona-3-seat-sofa-gunnared-light-green-wood-s19270327/,204.0,78.0,89.0,https://www.ikea.com/jp/en/images/products/landskrona-3-seat-sofa-gunnared-light-green-wood__0602122_pe680191_s5.jpg?f=s
LANDSKRONA,sofa,87990,#808080,IKEA,392.703.12,https://www.ikea.com/jp/en/p/landskrona-3-seat-sofa-gunnared-dark-grey-wood-s39270312/,204.0,78.0,89.0,https://www.ikea.com/jp/en/images/products/landskrona-3-seat-sofa-gunnared-dark-grey-wood__0602117_pe680186_s5.jpg?f=s
LANDSKRONA,sofa,117990,#008000,IKEA,492.726.88,https://www.ikea.com/jp/en/p/landskrona-3-seat-sofa-with-chaise-longue-gunnared-light-green-wood-s49272688/,240.0,78.0,158.0,https://www.ikea.com/jp/en/images/products/landskrona-3-seat-sofa-with-chaise-longue-gunnared-light-green-wood__0602395_pe680328_s5.jpg?f=s
LANDSKRONA,sofa,117990,#808080,IKEA,192.726.61,https://www.ikea.com/jp/en/p/landskrona-3-seat-sofa-with-chaise-longue-gunnared-dark-grey-wood-s19272661/,240.0,78.0,158.0,https://www.ikea.com/jp/en/images/products/landskrona-3-seat-sofa-with-chaise-longue-gunnared-dark-grey-wood__0602368_pe680306_s5.jpg?f=s
LANDSKRONA,sofa,67990,#808080,IKEA,292.702.75,https://www.ikea.com/jp/en/p/landskrona-2-seat-sofa-gunnared-dark-grey-metal-s29270275/,164.0,78.0,89.0,https://www.ikea.com/jp/en/images/products/landskrona-2-seat-sofa-gunnared-dark-grey-metal__0602099_pe680168_s5.jpg?f=s
LANDSKRONA,armchair,37990,#808080,IKEA,892.691.65,https://www.ikea.com/jp/en/p/landskrona-armchair-gunnared-dark-grey-wood-s89269165/,89.0,78.0,89.0,https://www.ikea.com/jp/en/images/products/landskrona-armchair-gunnared-dark-grey-wood__0602087_pe680155_s5.jpg?f=s
LANDSKRONA,armchair,37990,#808080,IKEA,792.691.61,https://www.ikea.com/jp/en/p/landskrona-armchair-gunnared-dark-grey-metal-s79269161/,89.0,78.0,89.0,https://www.ikea.com/jp/en/images/products/landskrona-armchair-gunnared-dark-grey-metal__0602085_pe680153_s5.jpg?f=s
HEMNES,bed,39990,#ffffff,IKEA,703.493.27,https://www.ikea.com/jp/en/p/hemnes-day-bed-frame-with-3-drawers-white-70349327/,89.0,20.0,209.0,https://www.ikea.com/jp/en/images/products/hemnes-day-bed-frame-with-3-drawers-white__1180454_pe896328_s5.jpg?f=s
SKÅLBODA,armchair,9990,#000000,IKEA,605.619.60,https://www.ikea.com/jp/en/p/skalboda-armchair-black-60561960/,64.0,71.0,69.0,https://www.ikea.com/jp/en/images/products/skalboda-armchair-black__1180834_pe896474_s5.jpg?f=s
STRANDMON,chair,29990,#808080,IKEA,303.598.27,https://www.ikea.com/jp/en/p/strandmon-wing-chair-nordvalla-dark-grey-30359827/,82.0,101.0,96.0,https://www.ikea.com/jp/en/images/products/strandmon-wing-chair-nordvalla-dark-grey__0325432_pe517964_s5.jpg?f=s
NOLMYRA,chair,4999,#808080,IKEA,102.336.07,https://www.ikea.com/jp/en/p/nolmyra-easy-chair-birch-veneer-grey-10233607/,64.0,75.0,75.0,https://www.ikea.com/jp/en/images/products/nolmyra-easy-chair-birch-veneer-grey__0152020_pe310348_s5.jpg?f=s
IKEA PS LÖMSK,armchair,14990,#ff0000,IKEA,904.071.37,https://www.ikea.com/jp/en/p/ikea-ps-loemsk-swivel-armchair-white-red-90407137/,59.0,75.0,62.0,https://www.ikea.com/jp/en/images/products/ikea-ps-loemsk-swivel-armchair-white-red__0726690_pe735385_s5.jpg?f=s
HAVBERG,armchair,32990,#783f04,IKEA,305.260.39,https://www.ikea.com/jp/en/p/havberg-swivel-armchair-lejde-red-brown-30526039/,66.0,92.0,99.0,https://www.ikea.com/jp/en/images/products/havberg-swivel-armchair-lejde-red-brown__1019876_pe831634_s5.jpg?f=s
POÄNG,armchair,9990,#000000,IKEA,392.408.34,https://www.ikea.com/jp/en/p/poaeng-armchair-brown-knisa-black-s39240834/,68.0,100.0,83.0,https://www.ikea.com/jp/en/images/products/poaeng-armchair-brown-knisa-black__0571538_pe666953_s5.jpg?f=s
POÄNG,armchair,9990,#000000,IKEA,492.408.24,https://www.ikea.com/jp/en/p/poaeng-armchair-birch-veneer-knisa-black-s49240824/,68.0,100.0,83.0,https://www.ikea.com/jp/en/images/products/poaeng-armchair-birch-veneer-knisa-black__0571496_pe666929_s5.jpg?f=s
POÄNG,armchair,9990,#000000,IKEA,392.408.29,https://www.ikea.com/jp/en/p/poaeng-armchair-black-brown-knisa-black-s39240829/,68.0,100.0,82.0,https://www.ikea.com/jp/en/images/products/poaeng-armchair-black-brown-knisa-black__0571510_pe666941_s5.jpg?f=s
LERBERG,shelf,2999,#ffffff,IKEA,601.685.29,https://www.ikea.com/jp/en/p/lerberg-shelf-unit-white-60168529/,60.0,148.0,35.0,https://www.ikea.com/jp/en/images/products/lerberg-shelf-unit-white__0096350_pe235920_s5.jpg?f=s
KALLAX,shelving,8999,#ffffff,IKEA,203.518.84,https://www.ikea.com/jp/en/p/kallax-shelving-unit-white-20351884/,76.0,146.0,39.0,https://www.ikea.com/jp/en/images/products/kallax-shelving-unit-white__0644757_pe702939_s5.jpg?f=s
BAGGEBO,shelving,3499,#ffffff,IKEA,604.838.73,https://www.ikea.com/jp/en/p/baggebo-shelving-unit-metal-white-60483873/,60.0,116.0,25.0,https://www.ikea.com/jp/en/images/products/baggebo-shelving-unit-metal-white__0981562_pe815396_s5.jpg?f=s
LACK,shelf,12990,#ffffff,IKEA,402.821.87,https://www.ikea.com/jp/en/p/lack-wall-shelf-unit-white-40282187/,30.0,190.0,28.0,https://www.ikea.com/jp/en/images/products/lack-wall-shelf-unit-white__0246565_pe385541_s5.jpg?f=s
KALLAX,shelving,18999,#ffffff,IKEA,392.783.08,https://www.ikea.com/jp/en/p/kallax-shelving-unit-with-4-inserts-white-s39278308/,77.0,147.0,39.0,https://www.ikea.com/jp/en/images/products/kallax-shelving-unit-with-4-inserts-white__0754627_pe747994_s5.jpg?f=s
BAGGEBO,cabinet,3499,#ffffff,IKEA,704.838.82,https://www.ikea.com/jp/en/p/baggebo-cabinet-with-door-white-70483882/,50.0,80.0,30.0,https://www.ikea.com/jp/en/images/products/baggebo-cabinet-with-door-white__1016757_pe830615_s5.jpg?f=s
KALLAX,shelving,4999,#ffffff,IKEA,703.518.86,https://www.ikea.com/jp/en/p/kallax-shelving-unit-white-70351886/,76.0,76.0,39.0,https://www.ikea.com/jp/en/images/products/kallax-shelving-unit-white__0644753_pe702937_s5.jpg?f=s
LAIVA,bookcase,3499,#783f04,IKEA,201.785.92,https://www.ikea.com/jp/en/p/laiva-bookcase-black-brown-20178592/,62.0,165.0,24.0,https://www.ikea.com/jp/en/images/products/laiva-bookcase-black-brown__0644278_pe702556_s5.jpg?f=s
BILLY,bookcase,9990,#ffffff,IKEA,005.220.47,https://www.ikea.com/jp/en/p/billy-bookcase-white-00522047/,80.0,202.0,28.0,https://www.ikea.com/jp/en/images/products/billy-bookcase-white__0625599_pe692385_s5.jpg?f=s
KALLAX,shelving,11999,#ffffff,IKEA,894.716.76,https://www.ikea.com/jp/en/p/kallax-shelving-unit-with-underframe-white-white-s89471676/,147.0,94.0,39.0,https://www.ikea.com/jp/en/images/products/kallax-shelving-unit-with-underframe-white-white__1041422_pe841007_s5.jpg?f=s
PALLRA,chest,2999,#000000,IKEA,904.681.64,https://www.ikea.com/jp/en/p/pallra-mini-chest-with-3-drawers-black-90468164/,33.0,30.0,26.0,https://www.ikea.com/jp/en/images/products/pallra-mini-chest-with-3-drawers-black__0994379_pe822798_s5.jpg?f=s
TJENA,storage,899,#ffffff,IKEA,604.693.01,https://www.ikea.com/jp/en/p/tjena-storage-box-with-lid-white-60469301/,32.0,32.0,35.0,https://www.ikea.com/jp/en/images/products/tjena-storage-box-with-lid-white__0812710_pe772101_s5.jpg?f=s
KOSINGEN,"",399,#fff2cc,IKEA,805.069.20,https://www.ikea.com/jp/en/p/kosingen-box-beige-80506920/,33.0,33.0,38.0,https://www.ikea.com/jp/en/images/products/kosingen-box-beige__1028979_pe835620_s5.jpg?f=s
KVISSLE,"",3999,#ffffff,IKEA,802.039.56,https://www.ikea.com/jp/en/p/kvissle-letter-tray-white-80203956/,32.0,32.0,25.0,https://www.ikea.com/jp/en/images/products/kvissle-letter-tray-white__0775011_pe756792_s5.jpg?f=s
BULLIG,"",2999,#783f04,IKEA,104.745.93,https://www.ikea.com/jp/en/p/bullig-box-bamboo-brown-10474593/,32.0,33.0,35.0,https://www.ikea.com/jp/en/images/products/bullig-box-bamboo-brown__0913363_pe783469_s5.jpg?f=s
DRÖNJÖNS,storage,1499,#ffffff,IKEA,005.154.95,https://www.ikea.com/jp/en/p/droenjoens-storage-box-white-00515495/,33.0,33.0,37.0,https://www.ikea.com/jp/en/images/products/droenjoens-storage-box-white__1029021_pe835625_s5.jpg?f=s
KVARNVIK,storage,2499,#808080,IKEA,904.669.52,https://www.ikea.com/jp/en/p/kvarnvik-storage-box-with-lid-grey-90466952/,35.0,32.0,32.0,https://www.ikea.com/jp/en/images/products/kvarnvik-storage-box-with-lid-grey__0802187_pe768401_s5.jpg?f=s
BESTÅ,tvbench,23990,#ffffff,IKEA,192.991.37,https://www.ikea.com/jp/en/p/besta-tv-bench-with-doors-white-lappviken-white-s19299137/,180.0,38.0,42.0,https://www.ikea.com/jp/en/images/products/besta-tv-bench-with-doors-white-lappviken-white__0719188_pe731908_s5.jpg?f=s
LACK,tvbench,1999,#000000,IKEA,303.535.66,https://www.ikea.com/jp/en/p/lack-tv-bench-black-30353566/,90.0,45.0,26.0,https://www.ikea.com/jp/en/images/products/lack-tv-bench-black__0644748_pe702932_s5.jpg?f=s
BESTÅ,tvbench,8990,#ffffff,IKEA,902.945.26,https://www.ikea.com/jp/en/p/besta-tv-bench-white-90294526/,180.0,38.0,40.0,https://www.ikea.com/jp/en/images/products/besta-tv-bench-white__0376997_pe516837_s5.jpg?f=s
BESTÅ,tvbench,20490,#ffffff,IKEA,694.320.68,https://www.ikea.com/jp/en/p/besta-tv-bench-with-doors-white-lappviken-stubbarp-white-s69432068/,120.0,48.0,42.0,https://www.ikea.com/jp/en/images/products/besta-tv-bench-with-doors-white-lappviken-stubbarp-white__0985441_pe816805_s5.jpg?f=s
LACK,tvbench,7999,#ffffff,IKEA,504.988.94,https://www.ikea.com/jp/en/p/lack-tv-bench-white-50498894/,120.0,36.0,35.0,https://www.ikea.com/jp/en/images/products/lack-tv-bench-white__0984218_pe816164_s5.jpg?f=s
BESTÅ,tvbench,31490,#783f04,IKEA,393.989.52,https://www.ikea.com/jp/en/p/besta-tv-bench-white-stained-oak-effect-lappviken-stubbarp-white-stained-oak-eff-clear-glass-s39398952/,180.0,48.0,42.0,https://www.ikea.com/jp/en/images/products/besta-tv-bench-white-stained-oak-effect-lappviken-stubbarp-white-stained-oak-eff-clear-glass__0642948_pe701566_s5.jpg?f=s
LAPPLAND,tvstorage,24990,#783f04,IKEA,803.525.69,https://www.ikea.com/jp/en/p/lappland-tv-storage-unit-black-brown-80352569/,183.0,147.0,39.0,https://www.ikea.com/jp/en/images/products/lappland-tv-storage-unit-black-brown__0644181_pe702463_s5.jpg?f=s
BESTÅ,tvbench,32490,#ffffff,IKEA,593.990.88,https://www.ikea.com/jp/en/p/besta-tv-bench-white-selsviken-high-gloss-white-s59399088/,180.0,39.0,42.0,https://www.ikea.com/jp/en/images/products/besta-tv-bench-white-selsviken-high-gloss-white__0642957_pe701555_s5.jpg?f=s
